"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"Clinton-Washington Avs (G)","21 St (G)","291","282","POINT (-73.966839 40.688089)","POINT (-73.949724 40.744065)","2.75666"
"3 Av (L)","Fulton St (G)","118","292","POINT (-73.986122 40.732849)","POINT (-73.975375 40.687119)","0.407"
"Cathedral Pkwy (110 St) (1)","174-175 Sts (B,D)","308","216","POINT (-73.966847 40.803967)","POINT (-73.910136 40.8459)","0.285"
"President St-Medgar Evers College (2,5)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","353","622","POINT (-73.950683 40.667883)","POINT (-74.003766 40.713154)","3.82594"
"157 St (1)","Flushing Av (M,J)","303","98","POINT (-73.94489 40.834041)","POINT (-73.941126 40.70026)","0.2817"
"Dyckman St (A)","Jamaica Center-Parsons/Archer (E,J,Z)","144","278","POINT (-73.927271 40.865491)","POINT (-73.801109 40.702147)","0.8811"
"169 St (F)","Church Av (B,Q)","255","44","POINT (-73.793604 40.71047)","POINT (-73.962982 40.650527)","0.3005"
"Delancey St (F)/Essex St (J,M,Z)","Bay Ridge Av (R)","625","36","POINT (-73.987776 40.718463)","POINT (-74.023377 40.634967)","0.50916666667"
"Beach 105 St (A,S)","Briarwood (E,F)","202","258","POINT (-73.827559 40.583209)","POINT (-73.820574 40.709179)","0.3"
"23 St (F,M)","Morgan Av (L)","228","125","POINT (-73.992821 40.742878)","POINT (-73.933147 40.706152)","0.51133333333"
"Nostrand Av (A,C)","174 St (2,5)","179","428","POINT (-73.950426 40.680438)","POINT (-73.887734 40.837288)","0.4874"
"116 St-Columbia University (1)","Wakefield-241 St (2)","307","416","POINT (-73.96411 40.807722)","POINT (-73.85062 40.903125)","0.3097"
"Coney Island-Stillwell Av (D,F,N,Q)","47-50 Sts-Rockefeller Ctr (B,D,F,M)","58","225","POINT (-73.981233 40.577422)","POINT (-73.981329 40.758663)","12.35936"
"190 St (A)","Jay St-MetroTech (A,C,F,R)","145","636","POINT (-73.93418 40.859022)","POINT (-73.986642 40.692259)","3.66628"
"DeKalb Av (B,Q,R)","Hewes St (M,J)","26","100","POINT (-73.981824 40.690635)","POINT (-73.953431 40.70687)","0.2815"
"81 St-Museum of Natural History (C,B)","125 St (A,C,B,D)","159","153","POINT (-73.972143 40.781433)","POINT (-73.952343 40.811109)","4.45576"
"Avenue J (Q)","Broadway (N,W)","49","4","POINT (-73.960803 40.625039)","POINT (-73.925508 40.76182)","1.0579"
"34 St-Penn Station (1,2,3)","Fordham Rd (B,D)","318","213","POINT (-73.991057 40.750373)","POINT (-73.897749 40.861296)","1.1198"
"New Lots Av (3)","Beverly Rd (2,5)","352","357","POINT (-73.884079 40.666235)","POINT (-73.948959 40.645098)","1.4386"
"Sutter Av-Rutland Rd (3)","110 St (6)","346","394","POINT (-73.92261 40.664717)","POINT (-73.94425 40.79502)","1.201825"
"Junction Blvd (7)","Court St (R)/Borough Hall (2,3,4,5)","451","620","POINT (-73.869527 40.749145)","POINT (-73.990642 40.693241)","5.96502"
"Canarsie-Rockaway Pkwy (L)","Kingston Av (3)","138","344","POINT (-73.90185 40.646654)","POINT (-73.942161 40.669399)","0.6536"
"Fort Hamilton Pkwy (N)","Rockaway Av (3)","72","348","POINT (-74.005351 40.631386)","POINT (-73.908946 40.662549)","0.3187"
"Nereid Av (2,5)","86 St (1)","417","311","POINT (-73.854376 40.898379)","POINT (-73.976218 40.788644)","1.97084"
"191 St (1)","Greenpoint Av (G)","300","283","POINT (-73.929412 40.855225)","POINT (-73.954449 40.731352)","0.9359"
"Spring St (6)","Kew Gardens-Union Tpke (E,F)","409","259","POINT (-73.997141 40.722301)","POINT (-73.831008 40.714441)","0.3047"
"Canarsie-Rockaway Pkwy (L)","86 St (1)","138","311","POINT (-73.90185 40.646654)","POINT (-73.976218 40.788644)","1.63784"
"55 St (D)","81 St-Museum of Natural History (C,B)","62","159","POINT (-73.995476 40.631435)","POINT (-73.972143 40.781433)","0.28843333333"
"Whitlock Av (6)","Grand St (B,D)","370","231","POINT (-73.886283 40.826525)","POINT (-73.993753 40.718267)","2.0489"
"Bay Ridge Av (R)","East Broadway (F)","36","234","POINT (-74.023377 40.634967)","POINT (-73.990173 40.713715)","1.56986"
"167 St (B,D)","Prospect Av (R)","218","30","POINT (-73.91844 40.833771)","POINT (-73.992872 40.665414)","0.3055"
"103 St (1)","125 St (2,3)","309","439","POINT (-73.968379 40.799446)","POINT (-73.945495 40.807754)","1.31344"
"Church Av (2,5)","125 St (A,C,B,D)","356","153","POINT (-73.949575 40.650843)","POINT (-73.952343 40.811109)","1.975"
"President St-Medgar Evers College (2,5)","Lexington Av-53 St (E,M)/51 St (6)","353","612","POINT (-73.950683 40.667883)","POINT (-73.970487 40.75733)","2.53244"
"Queensboro Plaza (7,N,W)","47-50 Sts-Rockefeller Ctr (B,D,F,M)","461","225","POINT (-73.940202 40.750582)","POINT (-73.981329 40.758663)","4.25742"
"23 St (6)","Newkirk Av-Little Haiti (2,5)","405","358","POINT (-73.986599 40.739864)","POINT (-73.948411 40.639967)","1.316875"
"21 St-Queensbridge (F)","Bedford Park Blvd-Lehman College (4)","221","380","POINT (-73.942836 40.754203)","POINT (-73.890064 40.873412)","0.585"
"Sheepshead Bay (B,Q)","Astor Pl (6)","54","407","POINT (-73.954155 40.586896)","POINT (-73.99107 40.730054)","2.1305"
"Avenue X (F)","Hunts Point Av (6)","252","371","POINT (-73.97425 40.58962)","POINT (-73.890549 40.820948)","0.9025"
"Ralph Av (C)","Bronx Park East (2,5)","182","425","POINT (-73.920786 40.678822)","POINT (-73.868457 40.848828)","0.6332"
"88 St (A)","Union St (R)","191","28","POINT (-73.85147 40.679843)","POINT (-73.98311 40.677316)","0.57423333333"
"Bryant Pk (B,D,F,M)/5 Av (7)","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","609","611","POINT (-73.983266 40.754022)","POINT (-73.987581 40.755746)","7.3778"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","167 St (4)","611","388","POINT (-73.987581 40.755746)","POINT (-73.9214 40.835537)","1.7483"
"174-175 Sts (B,D)","Gun Hill Rd (5)","216","444","POINT (-73.910136 40.8459)","POINT (-73.846384 40.869526)","0.32345"
"Cypress Hills (J)","Canal St (J,N,Q,R,W,Z,6)","86","623","POINT (-73.87255 40.689941)","POINT (-74.00058 40.718701)","1.1172"
"Smith-9 Sts (F,G)","168 St (A,C,1)","238","605","POINT (-73.995959 40.67358)","POINT (-73.939847 40.840638)","0.69355"
"Brighton Beach (B,Q)","Prince St (R,W)","55","17","POINT (-73.961376 40.577621)","POINT (-73.997702 40.724329)","0.45055"
"Fresh Pond Rd (M)","25 Av (D)","109","69","POINT (-73.895877 40.706186)","POINT (-73.986829 40.597704)","0.281"
"39 Av-Dutch Kills (N,W)","Bowling Green (4,5)","6","414","POINT (-73.932755 40.752882)","POINT (-74.014065 40.704817)","1.7121"
"Queensboro Plaza (7,N,W)","Middletown Rd (6)","461","362","POINT (-73.940202 40.750582)","POINT (-73.836322 40.843863)","0.86885"
"Parkchester (6)","Knickerbocker Av (M)","366","113","POINT (-73.860816 40.833226)","POINT (-73.919711 40.698664)","0.307"
"28 St (R,W)","Norwood Av (J,Z)","13","88","POINT (-73.988691 40.745494)","POINT (-73.880039 40.68141)","0.28"
"125 St (A,C,B,D)","77 St (6)","153","398","POINT (-73.952343 40.811109)","POINT (-73.959874 40.77362)","1.07372"
"170 St (4)","Court St (R)/Borough Hall (2,3,4,5)","387","620","POINT (-73.917791 40.840075)","POINT (-73.990642 40.693241)","3.875"
"20 Av (D)","79 St (D)","67","65","POINT (-73.998168 40.604556)","POINT (-74.00061 40.613501)","6.468"
"Junction Blvd (7)","Montrose Av (L)","451","124","POINT (-73.869527 40.749145)","POINT (-73.93985 40.707739)","0.7101"
"Court Sq (E,G,M,7)","Wall St (2,3)","606","333","POINT (-73.945032 40.747141)","POINT (-74.0091 40.706821)","3.29762"
"23 St (C,E)","25 St (R)","165","31","POINT (-73.998041 40.745906)","POINT (-73.998091 40.660397)","0.29773333333"
"Lexington Av/63 St (F,Q)","Avenue N (F)","223","248","POINT (-73.966113 40.764629)","POINT (-73.974197 40.61514)","0.39773333333"
"3 Av (L)","Fresh Pond Rd (M)","118","109","POINT (-73.986122 40.732849)","POINT (-73.895877 40.706186)","0.39123333333"
"59 St-Columbus Circle (A,B,C,D,1)","Queensboro Plaza (7,N,W)","614","461","POINT (-73.981833 40.768272)","POINT (-73.940202 40.750582)","0.65546"
"176 St (4)","Queensboro Plaza (7,N,W)","385","461","POINT (-73.911794 40.84848)","POINT (-73.940202 40.750582)","1.885875"
"145 St (A,C,B,D)","Graham Av (L)","151","122","POINT (-73.944216 40.824783)","POINT (-73.944053 40.714565)","0.8782"
"Bedford Av (L)","Mosholu Pkwy (4)","120","379","POINT (-73.956872 40.717304)","POINT (-73.884655 40.87975)","1.79493333333"
"111 St (J)","Graham Av (L)","81","122","POINT (-73.836345 40.697418)","POINT (-73.944053 40.714565)","0.54286"
"28 St (1)","Astoria-Ditmars Blvd (N,W)","319","1","POINT (-73.993365 40.747215)","POINT (-73.912034 40.775036)","0.77275"
"50 St (1)","Roosevelt Island (F)","316","222","POINT (-73.983849 40.761728)","POINT (-73.95326 40.759145)","0.6435"
"103 St-Corona Plaza (7)","Smith-9 Sts (F,G)","450","238","POINT (-73.8627 40.749865)","POINT (-73.995959 40.67358)","1.533025"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","Beach 60 St (A)","611","205","POINT (-73.987581 40.755746)","POINT (-73.788522 40.592374)","1.4148"
"Roosevelt Island (F)","Union St (R)","222","28","POINT (-73.95326 40.759145)","POINT (-73.98311 40.677316)","0.2935"
"Alabama Av (J)","111 St (J)","91","81","POINT (-73.898654 40.676992)","POINT (-73.836345 40.697418)","1.499275"
"Nostrand Av (3)","Avenue U (Q)","343","52","POINT (-73.950466 40.669847)","POINT (-73.955929 40.5993)","0.6157"
"8 Av (N)","25 St (R)","71","31","POINT (-74.011719 40.635064)","POINT (-73.998091 40.660397)","0.641875"
"181 St (1)","Broadway (N,W)","301","4","POINT (-73.933596 40.849505)","POINT (-73.925508 40.76182)","0.63966666667"
"Lorimer St (L)/Metropolitan Av (G)","Alabama Av (J)","629","91","POINT (-73.950847 40.713428)","POINT (-73.898654 40.676992)","0.301"
"Bedford-Nostrand Avs (G)","125 St (1)","289","306","POINT (-73.953522 40.689627)","POINT (-73.958372 40.815581)","0.5946"
"Prospect Park (B,Q,S)","111 St (J)","42","81","POINT (-73.962246 40.661614)","POINT (-73.836345 40.697418)","0.2915"
"Bedford Av (L)","57 St (F)","120","224","POINT (-73.956872 40.717304)","POINT (-73.97745 40.763972)","13.5603"
"Middle Village-Metropolitan Av (M)","Woodhaven Blvd (J,Z)","108","83","POINT (-73.889601 40.711396)","POINT (-73.851576 40.693879)","0.2968"
"50 St (C,E)","East 105 St (L)","162","137","POINT (-73.985984 40.762456)","POINT (-73.899485 40.650573)","0.31285"
"149 St-Grand Concourse (2,4,5)","55 St (D)","603","62","POINT (-73.927034 40.818393)","POINT (-73.995476 40.631435)","0.3106"
"135 St (2,3)","Spring St (6)","438","409","POINT (-73.94077 40.814229)","POINT (-73.997141 40.722301)","0.30173333333"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","Prospect Av (2,5)","622","432","POINT (-74.003766 40.713154)","POINT (-73.90177 40.819585)","1.260225"
"Northern Blvd (M,R)","39 Av-Dutch Kills (N,W)","269","6","POINT (-73.906006 40.752885)","POINT (-73.932755 40.752882)","0.8485"
"Avenue I (F)","49 St (N,R,W)","246","10","POINT (-73.976127 40.625322)","POINT (-73.984139 40.759901)","0.2962"
"40 St-Lowery St (7)","Far Rockaway-Mott Av (A)","459","209","POINT (-73.924016 40.743781)","POINT (-73.755405 40.603995)","0.3092"
"Aqueduct-N Conduit Av (A)","Woodhaven Blvd (M,R)","197","264","POINT (-73.834058 40.668234)","POINT (-73.869229 40.733106)","0.8848"
"23 St (F,M)","South Ferry (1)/Whitehall St (R,W)","228","635","POINT (-73.992821 40.742878)","POINT (-74.013329 40.702578)","1.25914"
"68 St-Hunter College (6)","53 St (R)","399","34","POINT (-73.96387 40.768141)","POINT (-74.014034 40.645069)","0.93266666667"
"88 St (A)","Delancey St (F)/Essex St (J,M,Z)","191","625","POINT (-73.85147 40.679843)","POINT (-73.987776 40.718463)","3.01184"
"Prospect Av (2,5)","28 St (1)","432","319","POINT (-73.90177 40.819585)","POINT (-73.993365 40.747215)","3.62524"
"Wakefield-241 St (2)","Norwood-205 St (D)","416","210","POINT (-73.85062 40.903125)","POINT (-73.878855 40.874811)","0.514675"
"Lorimer St (M,J)","50 St (D)","99","61","POINT (-73.947408 40.703869)","POINT (-73.994791 40.63626)","0.298"
"Forest Av (M)","Gates Av (J,Z)","110","95","POINT (-73.903077 40.704423)","POINT (-73.92227 40.68963)","0.4944"
"181 St (A)","Flushing Av (M,J)","146","98","POINT (-73.937969 40.851695)","POINT (-73.941126 40.70026)","0.8043"
"Lexington Av/63 St (F,Q)","20 Av (N)","223","75","POINT (-73.966113 40.764629)","POINT (-73.985026 40.61741)","0.40893333333"
"Church Av (2,5)","Queens Plaza (E,M,R)","356","273","POINT (-73.949575 40.650843)","POINT (-73.937243 40.748973)","2.593"
"Cypress Av (6)","145 St (1)","375","304","POINT (-73.914042 40.805368)","POINT (-73.95036 40.826551)","0.3027"
"Church Av (B,Q)","135 St (C,B)","44","152","POINT (-73.962982 40.650527)","POINT (-73.947649 40.817894)","1.97534"
"Avenue U (F)","207 St (1)","251","298","POINT (-73.973357 40.596063)","POINT (-73.918822 40.864621)","0.3243"
"Bay 50 St (D)","34 St-Penn Station (A,C,E)","70","164","POINT (-73.983765 40.588841)","POINT (-73.993391 40.752287)","0.71176"
"Northern Blvd (M,R)","Norwood Av (J,Z)","269","88","POINT (-73.906006 40.752885)","POINT (-73.880039 40.68141)","0.2815"
"116 St (C,B)","2 Av (F)","154","232","POINT (-73.954882 40.805085)","POINT (-73.989938 40.723402)","1.64406"
"Morgan Av (L)","181 St (1)","125","301","POINT (-73.933147 40.706152)","POINT (-73.933596 40.849505)","0.72275"
"Crown Hts-Utica Av (3,4)","116 St (6)","345","393","POINT (-73.932942 40.668897)","POINT (-73.941617 40.798629)","3.03532"
"Newkirk Av-Little Haiti (2,5)","53 St (R)","358","34","POINT (-73.948411 40.639967)","POINT (-74.014034 40.645069)","1.654675"
"Halsey St (J)","Woodhaven Blvd (M,R)","94","264","POINT (-73.916559 40.68637)","POINT (-73.869229 40.733106)","0.612175"
"Junius St (3)","36 St (D,N,R)","349","32","POINT (-73.902447 40.663515)","POINT (-74.003549 40.655144)","2.98918"
"Central Av (M)","23 St (C,E)","114","165","POINT (-73.927397 40.697857)","POINT (-73.998041 40.745906)","1.0441"
"Morris Park (5)","5 Av/53 St (E,M)","446","276","POINT (-73.860495 40.854364)","POINT (-73.975224 40.760167)","0.30706666667"
"88 St (A)","Clinton-Washington Avs (G)","191","291","POINT (-73.85147 40.679843)","POINT (-73.966839 40.688089)","1.011925"
"36 St (D,N,R)","Halsey St (J)","32","94","POINT (-74.003549 40.655144)","POINT (-73.916559 40.68637)","0.61273333333"
"Avenue U (Q)","Ocean Pkwy (Q)","52","56","POINT (-73.955929 40.5993)","POINT (-73.968501 40.576312)","4.79846"
"Pelham Bay Park (6)","Parkchester (6)","360","366","POINT (-73.828121 40.852462)","POINT (-73.860816 40.833226)","8.34234"
"Bay 50 St (D)","28 St (6)","70","404","POINT (-73.983765 40.588841)","POINT (-73.984264 40.74307)","0.9511"
"Jefferson St (L)","Far Rockaway-Mott Av (A)","126","209","POINT (-73.922913 40.706607)","POINT (-73.755405 40.603995)","1.5505"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","Spring St (C,E)","602","168","POINT (-73.990416 40.735066)","POINT (-74.003739 40.726227)","4.560725"
"Kingsbridge Rd (4)","50 St (1)","381","316","POINT (-73.897174 40.86776)","POINT (-73.983849 40.761728)","0.6226"
"Cortelyou Rd (Q)","Avenue X (F)","46","252","POINT (-73.963891 40.640927)","POINT (-73.97425 40.58962)","0.59206"
"170 St (4)","86 St (1)","387","311","POINT (-73.917791 40.840075)","POINT (-73.976218 40.788644)","0.87172"
"Brighton Beach (B,Q)","Norwood-205 St (D)","55","210","POINT (-73.961376 40.577621)","POINT (-73.878855 40.874811)","0.4474"
"Flushing-Main St (7)","Smith-9 Sts (F,G)","447","238","POINT (-73.83003 40.7596)","POINT (-73.995959 40.67358)","1.87432"
"Bergen St (F,G)","Morgan Av (L)","236","125","POINT (-73.990862 40.686145)","POINT (-73.933147 40.706152)","0.588375"
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Broad St (J,Z)","619","107","POINT (-73.995432 40.725606)","POINT (-74.011056 40.706476)","0.7363"
"46 St-Bliss St (7)","Church Av (F,G)","458","243","POINT (-73.918435 40.743132)","POINT (-73.979678 40.644041)","0.56938"
"Van Siclen Av (C)","Crown Hts-Utica Av (3,4)","186","345","POINT (-73.890358 40.67271)","POINT (-73.932942 40.668897)","0.326325"
"125 St (A,C,B,D)","E 180 St (2,5)","153","426","POINT (-73.952343 40.811109)","POINT (-73.873488 40.841894)","0.68396666667"
"Sutter Av (L)","125 St (4,5,6)","134","392","POINT (-73.901975 40.669367)","POINT (-73.937594 40.804138)","1.08715"
"63 Dr-Rego Park (M,R)","Central Av (M)","263","114","POINT (-73.861604 40.729846)","POINT (-73.927397 40.697857)","0.27215"
"Ozone Park-Lefferts Blvd (A)","59 St (N,R)","195","35","POINT (-73.825798 40.685951)","POINT (-74.017881 40.641362)","4.75925"
"5 Av/59 St (N,R,W)","57 St (F)","8","224","POINT (-73.973347 40.764811)","POINT (-73.97745 40.763972)","0.87314"
"Knickerbocker Av (M)","50 St (1)","113","316","POINT (-73.919711 40.698664)","POINT (-73.983849 40.761728)","0.30485"
"167 St (4)","Marble Hill-225 St (1)","388","296","POINT (-73.9214 40.835537)","POINT (-73.909831 40.874561)","0.93685"
"116 St (6)","Lorimer St (L)/Metropolitan Av (G)","393","629","POINT (-73.941617 40.798629)","POINT (-73.950847 40.713428)","1.31012"
"New Lots Av (L)","80 St (A)","136","190","POINT (-73.899232 40.658733)","POINT (-73.858992 40.679371)","0.6168"
"Brook Av (6)","Baychester Av (5)","376","443","POINT (-73.91924 40.807566)","POINT (-73.838591 40.878663)","0.6917"
"46 St-Bliss St (7)","Aqueduct Racetrack (A)","458","196","POINT (-73.918435 40.743132)","POINT (-73.835919 40.672097)","0.2892"
"South Ferry (1)/Whitehall St (R,W)","Neptune Av (F)","635","253","POINT (-74.013329 40.702578)","POINT (-73.974574 40.581011)","0.3135"
"145 St (A,C,B,D)","Jamaica-179 St (F)","151","254","POINT (-73.944216 40.824783)","POINT (-73.783817 40.712646)","1.42228"
"Forest Hills-71 Av (E,F,M,R)","Fordham Rd (4)","261","382","POINT (-73.844521 40.721691)","POINT (-73.901034 40.862803)","0.2906"
"219 St (2,5)","34 St-Penn Station (A,C,E)","420","164","POINT (-73.862633 40.883895)","POINT (-73.993391 40.752287)","0.43823333333"
"New Lots Av (L)","57 St-7 Av (N,Q,R,W)","136","9","POINT (-73.899232 40.658733)","POINT (-73.980658 40.764664)","0.729"
"Briarwood (E,F)","Broadway (G)","258","286","POINT (-73.820574 40.709179)","POINT (-73.950308 40.706092)","1.36385"
"50 St (D)","Van Siclen Av (3)","61","351","POINT (-73.994791 40.63626)","POINT (-73.889395 40.665449)","0.64155"
"40 St-Lowery St (7)","75 Av (E,F)","459","260","POINT (-73.924016 40.743781)","POINT (-73.837324 40.718331)","1.1863"
"Longwood Av (6)","Coney Island-Stillwell Av (D,F,N,Q)","372","58","POINT (-73.896435 40.816104)","POINT (-73.981233 40.577422)","0.2928"
"110 St (6)","Astor Pl (6)","394","407","POINT (-73.94425 40.79502)","POINT (-73.99107 40.730054)","7.78914"
"116 St (6)","175 St (A)","393","147","POINT (-73.941617 40.798629)","POINT (-73.939704 40.847391)","0.3206"
"28 St (1)","Jefferson St (L)","319","126","POINT (-73.993365 40.747215)","POINT (-73.922913 40.706607)","0.483"
"233 St (2,5)","Graham Av (L)","418","122","POINT (-73.857473 40.893193)","POINT (-73.944053 40.714565)","0.65635"
"St Lawrence Av (6)","47-50 Sts-Rockefeller Ctr (B,D,F,M)","367","225","POINT (-73.867618 40.831509)","POINT (-73.981329 40.758663)","1.37793333333"
"Fordham Rd (B,D)","75 St-Elderts Ln (J,Z)","213","85","POINT (-73.897749 40.861296)","POINT (-73.867139 40.691324)","0.3"
"Kingsbridge Rd (B,D)","Bay Pkwy (N)","212","76","POINT (-73.893509 40.866978)","POINT (-73.981848 40.611815)","0.3097"
"Cathedral Pkwy (110 St) (C,B)","Inwood-207 St (A)","155","143","POINT (-73.958161 40.800603)","POINT (-73.919899 40.868072)","1.3023"
"Beach 90 St (A,S)","Broad Channel (A,S)","200","199","POINT (-73.813641 40.588034)","POINT (-73.815925 40.608382)","0.2968"
"15 St-Prospect Park (F,G)","Franklin Av (2,3,4,5)/Botanic Garden (S)","241","626","POINT (-73.979493 40.660365)","POINT (-73.958688 40.670513)","0.38616666667"
"Astoria Blvd (N,W)","Kingsbridge Rd (B,D)","2","212","POINT (-73.917843 40.770258)","POINT (-73.893509 40.866978)","0.2855"
"Avenue P (F)","Newkirk Plaza (B,Q)","249","47","POINT (-73.973022 40.608944)","POINT (-73.962793 40.635082)","0.2945"
"Nostrand Av (3)","167 St (B,D)","343","218","POINT (-73.950466 40.669847)","POINT (-73.91844 40.833771)","0.32325"
"68 St-Hunter College (6)","Lorimer St (L)/Metropolitan Av (G)","399","629","POINT (-73.96387 40.768141)","POINT (-73.950847 40.713428)","1.24066666667"
"Bedford Park Blvd (B,D)","86 St (R)","211","38","POINT (-73.887138 40.873244)","POINT (-74.028398 40.622687)","0.46275"
"46 St (M,R)","Jamaica-179 St (F)","270","254","POINT (-73.913333 40.756312)","POINT (-73.783817 40.712646)","0.70306"
"Lexington Av-53 St (E,M)/51 St (6)","Baychester Av (5)","612","443","POINT (-73.970487 40.75733)","POINT (-73.838591 40.878663)","0.5592"
"York St (F)","Grant Av (A)","235","189","POINT (-73.986751 40.701397)","POINT (-73.86505 40.677044)","1.175"
"Parkchester (6)","116 St (6)","366","393","POINT (-73.860816 40.833226)","POINT (-73.941617 40.798629)","32.9026"
"66 St-Lincoln Center (1)","Bronx Park East (2,5)","314","425","POINT (-73.982209 40.77344)","POINT (-73.868457 40.848828)","0.2882"
"50 St (D)","Norwood-205 St (D)","61","210","POINT (-73.994791 40.63626)","POINT (-73.878855 40.874811)","0.3498"
"Rector St (R,W)","86 St (4,5,6)","22","397","POINT (-74.013342 40.70722)","POINT (-73.955589 40.779492)","0.5842"
"Newkirk Plaza (B,Q)","39 Av-Dutch Kills (N,W)","47","6","POINT (-73.962793 40.635082)","POINT (-73.932755 40.752882)","0.69663333333"
"191 St (1)","E 149 St (6)","300","373","POINT (-73.929412 40.855225)","POINT (-73.904098 40.812118)","0.307"
"Cathedral Pkwy (110 St) (C,B)","86 St (1)","155","311","POINT (-73.958161 40.800603)","POINT (-73.976218 40.788644)","1.94884"
"Nevins St (2,3,4,5)","Fulton St (A,C,J,Z,2,3,4,5)","337","628","POINT (-73.980492 40.688246)","POINT (-74.007838 40.710089)","30.71152"
"Bay 50 St (D)","86 St (4,5,6)","70","397","POINT (-73.983765 40.588841)","POINT (-73.955589 40.779492)","0.9472"
"Avenue I (F)","Flushing Av (M,J)","246","98","POINT (-73.976127 40.625322)","POINT (-73.941126 40.70026)","0.8837"
"Parkside Av (Q)","Flushing-Main St (7)","43","447","POINT (-73.961495 40.655292)","POINT (-73.83003 40.7596)","0.88865"
"8 Av (N)","Briarwood (E,F)","71","258","POINT (-74.011719 40.635064)","POINT (-73.820574 40.709179)","0.3273"
"Union St (R)","Lafayette Av (C)","28","176","POINT (-73.98311 40.677316)","POINT (-73.973946 40.686113)","0.5002"
"Montrose Av (L)","WTC Cortlandt (1)","124","328","POINT (-73.93985 40.707739)","POINT (-74.012188 40.711835)","0.637675"
"125 St (4,5,6)","Prospect Park (B,Q,S)","392","42","POINT (-73.937594 40.804138)","POINT (-73.962246 40.661614)","0.91454"
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Rockaway Blvd (A)","619","192","POINT (-73.995432 40.725606)","POINT (-73.843853 40.680429)","0.74185"
"Queens Plaza (E,M,R)","36 St (D,N,R)","273","32","POINT (-73.937243 40.748973)","POINT (-74.003549 40.655144)","0.9719"
"Westchester Sq-E Tremont Av (6)","Church Av (F,G)","363","243","POINT (-73.842952 40.839892)","POINT (-73.979678 40.644041)","0.5753"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","169 St (F)","611","255","POINT (-73.987581 40.755746)","POINT (-73.793604 40.71047)","3.802"
"Smith-9 Sts (F,G)","Avenue N (F)","238","248","POINT (-73.995959 40.67358)","POINT (-73.974197 40.61514)","0.898825"
"34 St-Penn Station (A,C,E)","Ditmas Av (F)","164","244","POINT (-73.993391 40.752287)","POINT (-73.978172 40.636119)","0.30773333333"
"86 St (C,B)","Mt Eden Av (4)","158","386","POINT (-73.968916 40.785868)","POINT (-73.914685 40.844434)","0.4414"
"145 St (1)","207 St (1)","304","298","POINT (-73.95036 40.826551)","POINT (-73.918822 40.864621)","7.81632"
"66 St-Lincoln Center (1)","170 St (B,D)","314","217","POINT (-73.982209 40.77344)","POINT (-73.9134 40.839306)","0.7314"
"Flatbush Av-Brooklyn College (2,5)","68 St-Hunter College (6)","359","399","POINT (-73.947642 40.632836)","POINT (-73.96387 40.768141)","15.1092"
"Carroll St (F,G)","Fort Hamilton Pkwy (F,G)","237","242","POINT (-73.995048 40.680303)","POINT (-73.975776 40.650782)","4.69594"
"Parkside Av (Q)","125 St (4,5,6)","43","392","POINT (-73.961495 40.655292)","POINT (-73.937594 40.804138)","1.03495"
"86 St (R)","Flushing Av (M,J)","38","98","POINT (-74.028398 40.622687)","POINT (-73.941126 40.70026)","0.89526666667"
"Shepherd Av (C)","Kingsbridge Rd (4)","187","381","POINT (-73.88075 40.67413)","POINT (-73.897174 40.86776)","0.311"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)","39 Av-Dutch Kills (N,W)","225","6","POINT (-73.981329 40.758663)","POINT (-73.932755 40.752882)","0.4795"
"Mt Eden Av (4)","28 St (R,W)","386","13","POINT (-73.914685 40.844434)","POINT (-73.988691 40.745494)","0.76093333333"
"181 St (A)","Crown Hts-Utica Av (3,4)","146","345","POINT (-73.937969 40.851695)","POINT (-73.932942 40.668897)","0.8669"
"Bowery (J,Z)","125 St (4,5,6)","103","392","POINT (-73.993915 40.72028)","POINT (-73.937594 40.804138)","0.3717"
"86 St (C,B)","190 St (A)","158","145","POINT (-73.968916 40.785868)","POINT (-73.93418 40.859022)","0.29333333333"
"80 St (A)","Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)","190","624","POINT (-73.858992 40.679371)","POINT (-74.009552 40.712603)","14.32664"
"104 St (A)","Fresh Pond Rd (M)","193","109","POINT (-73.837683 40.681711)","POINT (-73.895877 40.706186)","0.2959"
"90 St-Elmhurst Av (7)","Livonia Av (L)","452","135","POINT (-73.876613 40.748408)","POINT (-73.900571 40.664038)","0.7424"
"Cortelyou Rd (Q)","8 Av (N)","46","71","POINT (-73.963891 40.640927)","POINT (-74.011719 40.635064)","0.4409"
